-12856.329	 65886.855
-12918.662	 68181.941
-13002.994	 68257.286
-12989.585	 68236.827
-13003.639	 68283.287
-12951.828	 68245.741
-12959.278	 68197.096
-12995.464	  68225.35
-12957.222	 68216.154
-12936.678	 68163.005
-12958.093	 68195.552
-12947.149	 68190.768
-12941.585	 68161.916
 -12938.89	 68168.941
 -12963.27	 68234.882
-12958.044	 68198.611
 -12943.77	 68196.008
-12956.803	 68250.653
 -12969.65	 68198.632
-12949.354	 68200.936
-12940.842	 68228.177
-12965.111	 68218.045
-12953.414	 68198.662
 -12953.25	 68239.007
-12971.435	 68225.414
-12961.842	 68217.348
-12968.333	 68236.785
 -12955.69	 68176.115
-12950.396	 68180.091
-12934.804	 68179.558
-12936.871	 68151.276
-12928.689	 68144.369
-12934.048	     68171
-12933.299	 68149.611
-12949.832	 68178.739
-12973.197	 68249.564
-12980.817	 68290.537
-13003.803	 68306.289
-13025.323	 68353.244
-13011.536	  68366.75
-13003.069	  68305.86
 -12972.64	 68249.462
-12946.935	 68213.716
-12931.914	 68141.506
-12909.897	 68092.104
-12899.822	 68106.481
-12910.692	 68128.829
 -12929.54	 68121.648
-12932.117	 68188.562
-12959.258	 68189.691
-12978.574	  68214.21
-12972.005	 68255.254
-12974.462	 68209.571
-12976.763	 68240.194
-12963.798	 68248.374
 -12977.75	 68214.074
-12969.143	 68206.251
-12961.681	 68207.268
-12949.559	 68189.352
-12933.607	  68144.86
 -12935.75	 68140.144
