 -12813.253	 65886.855
 -12961.782	 68704.056
 -13027.026	 68778.669
 -12960.119	 68601.542
 -12928.967	 68545.521
 -12854.748	 68499.243
 -12885.587	 68453.452
 -12895.372	 68479.151
 -12866.762	 68531.876
 -12900.526	 68517.892
 -12930.719	 68532.104
 -12898.265	 68568.942
 -12904.151	 68522.461
 -12897.287	  68511.86
 -12892.666	 68557.153
 -12888.685	 68516.509
 -12917.885	 68526.221
 -12907.066	 68591.463
 -12875.795	  68505.14
 -12911.117	 68508.062
  -12895.81	 68556.861
 -12904.834	 68533.801
 -12919.662	 68545.516
 -12907.803	 68581.132
 -12896.543	 68572.005
 -12892.832	 68488.197
 -12866.446	 68480.083
 -12859.841	 68500.492
 -12891.722	 68478.896
 -12915.416	 68569.507
  -12934.97	 68602.254
 -12929.836	 68579.323
 -12910.122	 68554.629
 -12865.141	 68459.509
 -12856.699	 68340.906
 -12880.887	 68443.696
 -12923.936	 68598.162
  -12953.14	 68681.829
 -12943.982	  68613.73
 -12896.755	 68529.816
 -12858.122	 68433.395
 -12834.159	 68356.732
 -12882.458	  68464.51
 -12901.169	 68565.894
 -12935.466	 68584.483
 -12938.137	 68606.677
 -12913.131	 68549.697
  -12888.01	 68466.858
 -12863.571	 68446.992
 -12869.928	  68515.56
 -12897.336	  68489.71
 -12906.448	 68570.694
  -12910.17	  68608.17
 -12915.905	  68511.03
 -12888.771	 68513.135
 -12878.697	 68482.585
 -12879.327	 68413.808
 -12900.374	 68514.236
 -12919.044	 68599.934
 -12928.486	 68617.533
 -12909.644	  68553.68
