# Time-averaged data for fix 2
# TimeStep c_v[1] c_v[2] c_v[3] c_v[4]
955 0.0249433 0.0173846 -0.0546289 -0.012301
960 0.0156395 0.0386005 -0.104687 -0.0504469
965 0.00603858 0.0592043 -0.150791 -0.0855479
970 -0.00379851 0.0762412 -0.190102 -0.11766
975 -0.013612 0.0856999 -0.220176 -0.148088
980 -0.0227067 0.0834695 -0.239744 -0.178981
985 -0.0303266 0.0663668 -0.248422 -0.212382
990 -0.0352949 0.0335201 -0.246189 -0.247964
995 -0.0362713 -0.013109 -0.233288 -0.282669
1000 -0.0322228 -0.0695352 -0.210349 -0.312107
1005 -0.0226753 -0.130747 -0.178545 -0.331967
1010 -0.0074014 -0.191193 -0.139758 -0.338352
1015 0.0131665 -0.245502 -0.0965373 -0.328873
1020 0.0381464 -0.288916 -0.0517697 -0.302539
1025 0.0659504 -0.317385 -0.00832029 -0.259755
1030 0.0940328 -0.328014 0.0314455 -0.202536
1035 0.119972 -0.319298 0.0658805 -0.133446
1040 0.141847 -0.291492 0.0937666 -0.0558778
1045 0.15815 -0.246744 0.113873 0.025278
1050 0.167781 -0.188503 0.124985 0.104264
1055 0.170632 -0.121248 0.126403 0.175786
1060 0.167718 -0.0499539 0.118065 0.235829
1065 0.160316 0.0210946 0.100765 0.282175
1070 0.149124 0.0884634 0.0761633 0.313751
1075 0.133783 0.149158 0.0467115 0.329652
1080 0.113169 0.200811 0.0155115 0.329492
1085 0.0863621 0.242034 -0.0139582 0.314438
1090 0.0530111 0.272158 -0.0387395 0.28643
1095 0.0133321 0.290617 -0.0566455 0.247303
1100 -0.0316071 0.296613 -0.0660307 0.198975
1105 -0.0800624 0.289668 -0.065659 0.143946
1110 -0.129568 0.269914 -0.0550597 0.0852865
1115 -0.177221 0.238684 -0.0345017 0.0269612
1120 -0.219882 0.198449 -0.00406109 -0.0254941
1125 -0.253987 0.152419 0.0358371 -0.0657307
1130 -0.275932 0.104244 0.0842378 -0.0874494
1135 -0.282863 0.0576494 0.139141 -0.086072
1140 -0.273138 0.0158732 0.19765 -0.0596152
1145 -0.246612 -0.0186761 0.255939 -0.00934835
1150 -0.204988 -0.0445876 0.309783 0.0602066
1155 -0.15156 -0.0610825 0.354779 0.142136
1160 -0.0905653 -0.0677912 0.386983 0.228627
1165 -0.0265185 -0.0650567 0.403724 0.312149
1170 0.0367332 -0.0541924 0.40367 0.386211
1175 0.096416 -0.0372468 0.386953 0.446122
1180 0.150708 -0.0165699 0.355274 0.489412
1185 0.198131 0.00582672 0.311382 0.51534
1190 0.237861 0.0289046 0.258328 0.525093
1195 0.269755 0.0524998 0.199372 0.521627
1200 0.29454 0.0762573 0.137892 0.508689
1205 0.313651 0.0991973 0.0776287 0.490477
1210 0.328348 0.119781 0.0220665 0.470195
1215 0.338695 0.136502 -0.0261651 0.449032
1220 0.343718 0.14769 -0.0645942 0.426813
1225 0.341936 0.151997 -0.0907081 0.403225
1230 0.331954 0.14928 -0.102825 0.37841
1235 0.312584 0.140501 -0.100363 0.352722
1240 0.283242 0.127328 -0.0837136 0.326857
1245 0.244157 0.111356 -0.0543095 0.301203
1250 0.196174 0.093366 -0.0146585 0.274881
1255 0.140409 0.073894 0.0315845 0.245887
1260 0.0783864 0.0537177 0.080143 0.212247
1265 0.0126861 0.0335334 0.126324 0.172543
1270 -0.0532665 0.0137196 0.165056 0.125509
1275 -0.115691 -0.0054899 0.191474 0.0702937
1280 -0.171032 -0.0242356 0.201314 0.00604658
1285 -0.216805 -0.0432458 0.191546 -0.0685049
1290 -0.252339 -0.06313 0.160926 -0.154543
1295 -0.278261 -0.0844423 0.11062 -0.252084
1300 -0.295774 -0.107789 0.0438619 -0.359702
1305 -0.3061 -0.133853 -0.0345975 -0.47455
1310 -0.310138 -0.163392 -0.119226 -0.592757
1315 -0.308632 -0.196741 -0.204811 -0.710184
1320 -0.302326 -0.233604 -0.286727 -0.822657
1325 -0.291882 -0.272673 -0.360905 -0.92546
1330 -0.277987 -0.311801 -0.423869 -1.01366
1335 -0.261267 -0.348348 -0.472761 -1.08238
1340 -0.241891 -0.37936 -0.50583 -1.12708
1345 -0.219471 -0.402082 -0.522076 -1.14363
1350 -0.193905 -0.414507 -0.520915 -1.12933
1355 -0.165401 -0.415558 -0.502111 -1.08307
1360 -0.134411 -0.405082 -0.466058 -1.00555
1365 -0.101532 -0.383545 -0.413912 -0.89899
1370 -0.0673645 -0.351688 -0.347585 -0.766638
1375 -0.032092 -0.310147 -0.270324 -0.612563
1380 0.00429788 -0.259551 -0.186764 -0.442016
1385 0.0416857 -0.200606 -0.102076 -0.260996
1390 0.0798647 -0.133977 -0.0211369 -0.075249
1395 0.118559 -0.0605676 0.0520863 0.110078
1400 0.15707 0.0177087 0.114494 0.289272
1405 0.194069 0.0980616 0.163838 0.455969
1410 0.22727 0.176774 0.198763 0.602807
1415 0.253615 0.249114 0.218514 0.721243
1420 0.269719 0.309814 0.22336 0.802893
1425 0.271934 0.354497 0.214566 0.840997
1430 0.257316 0.380294 0.194344 0.831954
1435 0.224494 0.386159 0.165668 0.776321
1440 0.173512 0.372818 0.131814 0.678145
1445 0.105726 0.342301 0.0961778 0.544205
1450 0.0237127 0.296832 0.0617525 0.382297
1455 -0.0686009 0.2388 0.0309044 0.201103
1460 -0.165964 0.17078 0.00541397 0.0102297
1465 -0.262097 0.0956404 -0.0132772 -0.179734
1470 -0.35034 0.0170834 -0.0246894 -0.357946
1475 -0.424345 -0.0603253 -0.0291603 -0.513831
1480 -0.478648 -0.131646 -0.0273701 -0.637664
1485 -0.508546 -0.191716 -0.0201806 -0.720442
1490 -0.510755 -0.235357 -0.00820225 -0.754314
1495 -0.483451 -0.258386 0.00785093 -0.733985
1500 -0.426361 -0.258444 0.0272593 -0.657546
1505 -0.34106 -0.234879 0.0490133 -0.526925
1510 -0.231232 -0.188869 0.0716287 -0.348472
1515 -0.102926 -0.123329 0.0932289 -0.133026
1520 0.0365456 -0.04259 0.112167 0.106123
1525 0.179532 0.0480456 0.127395 0.354972
1530 0.318515 0.143361 0.138983 0.600859
1535 0.445995 0.238386 0.147662 0.832043
1540 0.554853 0.328204 0.154228 1.03729
1545 0.639126 0.408224 0.159153 1.2065
1550 0.694677 0.47397 0.162481 1.33113
1555 0.719568 0.521514 0.163528 1.40461
1560 0.713966 0.547831 0.161252 1.42305
1565 0.679782 0.551043 0.154607 1.38543
1570 0.620483 0.530622 0.142794 1.2939
1575 0.540413 0.487622 0.125243 1.15328
1580 0.443895 0.424425 0.10185 0.970171
1585 0.335214 0.344579 0.0725403 0.752333
1590 0.218449 0.252639 0.0373364 0.508425
1595 0.0979073 0.153447 -0.00335734 0.247997
1600 -0.0215838 0.0517847 -0.04864 -0.0184391
1605 -0.134985 -0.0475091 -0.0968103 -0.279305
1610 -0.237708 -0.139816 -0.145472 -0.522996
1615 -0.326116 -0.221044 -0.192232 -0.739392
1620 -0.397629 -0.287479 -0.235214 -0.920322
1625 -0.450511 -0.336104 -0.272995 -1.05961
1630 -0.483969 -0.364815 -0.304151 -1.15293
1635 -0.498074 -0.373293 -0.326915 -1.19828
1640 -0.493391 -0.363168 -0.339379 -1.19594
1645 -0.470728 -0.337148 -0.340225 -1.1481
1650 -0.431034 -0.298713 -0.328573 -1.05832
1655 -0.376098 -0.251739 -0.304547 -0.932385
1660 -0.308958 -0.199911 -0.269387 -0.778256
1665 -0.233804 -0.146345 -0.225284 -0.605433
1670 -0.155746 -0.0934961 -0.174968 -0.42421
1675 -0.0799179 -0.0432281 -0.120965 -0.244111
1680 -0.0106481 0.00315519 -0.0655358 -0.0730287
1685 0.0488452 0.0445582 -0.0105697 0.0828337
1690 0.0963207 0.0800655 0.04248 0.218866
1695 0.130525 0.108764 0.0926614 0.331951
1700 0.151507 0.129298 0.139406 0.420211
1705 0.160965 0.140547 0.182318 0.483831
1710 0.161457 0.142155 0.220585 0.524197
1715 0.155701 0.13503 0.252697 0.543429
1720 0.14619 0.121341 0.276981 0.544512
1725 0.135261 0.103864 0.291742 0.530866
1730 0.125217 0.0854351 0.295447 0.506098
1735 0.117887 0.0685515 0.287476 0.473914
1740 0.114266 0.0545593 0.268493 0.437318
1745 0.114416 0.0430591 0.240298 0.397773
1750 0.117396 0.03214 0.205652 0.355188
1755 0.121717 0.0197009 0.167893 0.30931
1760 0.125473 0.00398919 0.130026 0.259488
1765 0.126829 -0.0158409 0.0942984 0.205287
1770 0.124874 -0.0395941 0.0623464 0.147627
