0.1	1.999998e+12
0.2	488250000
0.3	3760609.36209
0.4	118721.008301
0.5	8064
0.6	875.92037498
0.7	127.495512113
0.8	21.4744359255
0.9	3.31805947663
1	0
1.1	-0.491686224687
1.2	-0.445482643792
1.3	-0.32850845723
1.4	-0.230343461103
1.5	-0.160168297139
1.6	-0.112103862193
1.7	-0.0794256295812
1.8	-0.0570735277933
1.9	-0.0416080699618
2	-0.03076171875
2.1	-0.0230473378743
2.2	-0.0174842288602
2.3	-0.0134189741153
2.4	-0.0104107977797
2.5	-0.008158445568
2.6	-0.00645329859555
2.7	-0.00514902465682
2.8	-0.00414170955773
2.9	-0.00335669027518
3	-0.00273972087212
3.1	-0.00225097262241
3.2	-0.00186091042575
3.3	-0.00154742620231
3.4	-0.00129382420002
3.5	-0.00108739019583
3.6	-0.00091836523093
3.7	-0.000779202523951
3.8	-0.000664024575689
3.9	-0.000568223136193
